GSE_ID,GSM_ID,GPL,title,MTHFR,TYMS,MTR,MTRR,CYP1A1,GSTM1,GSTT1,GSTP1,TLR2,TLR4,TLR7,TLR9,STAT4
GSE45291,GSM1101105,GPL13158,072010_166589543_129,3.4337976991637165,4.111425730231233,4.770053458606025,4.94924079155537,2.29806134944448,6.70293697723488,3.421596309417135,9.47538473350739,10.5838884557783,7.62048102302906,6.67157107557905,4.12408369938155,7.568739637739
GSE45291,GSM1101106,GPL13158,071310_162824353_050,3.47899662812116,3.647748009848503,6.28508475147583,5.562179485162366,2.29806134944448,6.22936600130897,2.463759364478085,8.92667198398572,9.60418904250433,7.497691361865437,5.80435819698112,3.18742652402981,8.82438483182509
GSE45291,GSM1101107,GPL13158,071910_162825323_035,3.6190276573496205,3.73671649113902,4.96865929850224,5.250351426569219,2.29806134944448,6.75325878168826,2.56244957782678,8.21154658703661,9.64194717988246,7.82194945574476,5.26729894833443,3.39977745616714,7.58031898840812
GSE45291,GSM1101108,GPL13158,071910_166590543_040,3.2788019902356496,4.159215837349037,4.851240094568745,5.40562600489935,2.29806134944448,5.392718505694836,2.468348125543255,8.983241173995,10.484245764361,8.607625915358145,5.595599300209194,3.19004514038967,8.43899517651341
GSE45291,GSM1101109,GPL13158,071310_166592533_036,3.3561700905489262,3.44052549680123,5.876662957343475,5.17512928180669,2.29806134944448,8.82179124123904,2.37291384594273,10.3328192909818,10.5229019116812,7.545843014890032,6.099498965232675,3.37754319765912,8.52130225086155
GSE45291,GSM1101110,GPL13158,072010_166590223_050,3.37872706112326,4.0111249242317575,5.64674686483718,5.137270200260305,2.29806134944448,7.42336734178546,2.56244957782678,9.29537652629505,9.8348353547724,8.148608226966052,5.87214042329718,3.17210330613814,8.54651881483849
GSE45291,GSM1101111,GPL13158,071410_166593443_082,3.4844705720397364,3.7427897942410233,6.172368511687205,5.78216450343562,2.29806134944448,7.466618966738576,2.314909866192755,10.0634909198722,9.8463807673026,7.520496855719608,7.7206040501117155,2.78636456397706,8.2056406854049
GSE45291,GSM1101112,GPL13158,072010_166594143_046,3.3969435924877613,4.0585417462401905,4.93893209133838,5.19538748561787,2.29806134944448,5.2673244544269995,2.48537379746743,9.14727189953733,10.5552755947407,9.04613775152275,5.421196346581155,3.18742652402981,7.82189805088836
GSE45291,GSM1101113,GPL13158,071310_166590323_044,3.4370068848955384,3.9868506815241,6.4705776308829694,6.442647275629305,2.29806134944448,6.4439665873255745,2.427185712105045,9.55017424440477,9.53878908217967,7.885106122213434,5.89197132569806,3.18742652402981,9.04839186149611
GSE45291,GSM1101114,GPL13158,072010_166590633_125,3.45251814064084,3.90680748253046,5.04247493985629,5.31532161584548,2.29806134944448,6.66957475535353,2.80767589624483,9.53381561557654,10.7917260428456,8.36313060224156,6.46767822504224,3.50250895936087,7.9048649319844
GSE45291,GSM1101115,GPL13158,071310_166592733_086,3.4813100370318226,3.4213938373937203,4.91079193939618,5.471490374263984,2.29806134944448,6.298366716506445,2.667032979135405,10.3925780939949,9.33874836950738,7.822847807825707,6.62127214334397,3.18742652402981,8.0395319528354
GSE45291,GSM1101116,GPL13158,072010_166590003_127,3.473012128107174,4.777877972583247,4.8411555491123,5.204359526970766,2.29806134944448,6.94241785160042,2.6209879170471053,9.78347183289854,10.1875284673388,7.872273589517353,5.47498525949764,3.7178044782232,8.32129353330303
GSE45291,GSM1101117,GPL13158,071910_166590453_108,3.4411438311003217,3.7466277956194163,5.67535268219677,5.64165981635791,2.29806134944448,8.41390848044335,2.56244957782678,8.4218756813202,9.94023181139904,7.7582337222054845,6.358568489781865,3.73720960413608,9.31664015161364
GSE45291,GSM1101118,GPL13158,071910_166588823_115,3.4623766016807167,3.5207554708459434,5.295185184779485,4.961856380895405,2.29806134944448,8.894988327474621,2.905005255542365,7.31506595956977,11.2078644056376,8.306105139498493,5.51010921939769,3.92903780232231,8.28654755719322
GSE45291,GSM1101119,GPL13158,072010_166594133_021,3.2724449678272363,3.74761582753847,5.483228148704405,5.126909025372755,2.29806134944448,7.349485727173305,3.1469638172686203,8.77442620241907,10.3984790290821,8.139174541032864,5.63577734939917,3.18742652402981,7.66124749648699
GSE45291,GSM1101120,GPL13158,072010_155533513_023,3.348455602764619,3.7529319554261433,3.38816375497547,5.20054993836413,2.29806134944448,5.600794131590225,2.326875097167675,8.62749779986857,11.1716802580603,8.407884339857777,4.74615561026066,3.18742652402981,7.5877373585905
GSE45291,GSM1101121,GPL13158,071910_162825113_084,3.4593113740553276,4.798821891955087,5.483826821761865,5.580323040498225,2.29806134944448,6.51504468655742,2.4593885309358052,9.1111032390304,9.38036361292079,7.127010763744369,5.8945807558586445,3.09365914608538,8.9828066900453
GSE45291,GSM1101122,GPL13158,071910_164130133_013,3.3944987555574686,3.745151758878547,4.343043020897355,4.8291498432780156,2.29806134944448,8.138054682711845,2.56244957782678,8.52040326076908,10.0626223604109,7.915749133415673,5.864870164534629,3.18742652402981,8.0741045664936
GSE45291,GSM1101123,GPL13158,071310_166479053_042,3.3424830351456167,3.937686717433247,5.365458187155605,5.304106294385095,2.29806134944448,8.106802271928439,2.520801351031325,9.80884419739896,10.8695773785166,8.134525785318711,5.69958823572642,3.18742652402981,8.21526482051133
GSE45291,GSM1101124,GPL13158,071910_166594043_117,3.4073050088564423,3.7706945266110865,4.9002277236329,5.304106294385095,2.29806134944448,7.52018899771083,2.794361414848895,8.75472931909331,10.783394117756,8.494343614121028,5.97553070927881,3.46566080186587,7.77016141147852
GSE45291,GSM1101125,GPL13158,072010_162824833_123,3.3752522789255766,3.47248097159066,4.84817536305369,5.0831946219026545,2.29806134944448,6.856233045694845,2.56244957782678,9.3622558062612,10.4102798853953,7.73578733269674,5.95505869387527,3.54282405722876,8.34989597147578
GSE45291,GSM1101126,GPL13158,072010_164131443_130,3.38512237101813,4.01647294167024,4.87569717077529,4.8430053097718,2.29806134944448,8.027970877330175,2.9162001288027453,9.17855297798993,9.84418561136843,7.29985656266118,6.04366189222076,4.36405862975842,8.18268066380896
GSE45291,GSM1101127,GPL13158,071410_166590053_079,3.3816112703402625,3.5603791481440736,4.874528880646195,5.3029525091856655,2.29806134944448,6.29106239479955,2.74136515538812,9.67926402061756,10.2525771849267,7.356082413887193,6.857017364718645,3.41409647275708,7.99015414519087
GSE45291,GSM1101128,GPL13158,072010_166594643_034,3.4575409053317623,3.863427896333557,5.6498052500642,5.126216902432355,2.29806134944448,7.869290445357935,2.541388057825115,9.37481318730984,10.235968158549,7.776372594985412,6.01839904484551,3.51713247747304,9.17522435252275
GSE45291,GSM1101129,GPL13158,071910_164129813_061,3.5980618005443086,3.89262325716262,5.170793126048165,5.6188903916015,2.29806134944448,7.06511422892882,2.520801351031325,8.82229069163211,10.4658335940687,8.431985209526765,6.238817858419435,3.92175256249199,8.52039835484552
GSE45291,GSM1101130,GPL13158,072010_166479233_128,3.411447152003882,3.62718291443714,5.494516341559086,5.879427265890195,2.29806134944448,6.549134765681719,2.937184826013115,9.45634351422673,10.0739569039728,8.336930636660156,5.898593970759546,3.39891833502535,8.15070458375137
GSE45291,GSM1101131,GPL13158,072010_164129943_025,3.3532123864524443,3.7626744140610366,4.98168827830528,5.016066137534575,2.29806134944448,8.25355459580565,2.56244957782678,8.44452372958023,11.3320354345735,8.209898152642682,5.519093406869395,3.26216927664306,7.49168255003537
GSE45291,GSM1101132,GPL13158,071310_162824813_077,3.3163472911254743,3.5861846571669402,5.418609579480915,5.254422862009106,2.29806134944448,7.19496987902337,2.640257193814505,9.44232160972452,9.76184310290525,7.443862859021035,5.895998578481415,3.37249342282389,8.27371563532643
GSE45291,GSM1101133,GPL13158,071310_166594123_017,3.49088214605784,3.75038419880964,6.2028668463952155,5.678513547287006,2.29806134944448,6.634389919377435,2.520801351031325,9.1780227785916,9.55513666094281,8.021876014161705,6.284362178483405,3.25135131824013,8.7988137306916
GSE45291,GSM1101134,GPL13158,072010_166479533_155,3.406256924172402,4.0578972734525705,5.632045526564635,4.90435879962839,2.29806134944448,7.286426306922125,2.3645862199853953,9.88919365850415,10.8344521542967,7.84143536506917,6.9730678288711,3.33474691888931,8.31359065593947
GSE45291,GSM1101135,GPL13158,071310_166590113_026,3.373279358158888,3.4044726862577437,5.95601102539708,5.49529339091099,2.29806134944448,6.86871531661306,2.56244957782678,8.97018000290445,10.593002339389,8.227813394741997,5.486692257901305,3.45284583841412,7.65443429971731
GSE45291,GSM1101136,GPL13158,071910_166593033_146,3.4036606617514478,3.8923719020374468,5.801560814408015,5.5119144215650095,2.29806134944448,6.7106801473531945,2.427185712105045,7.13216334227778,10.7975790290778,8.704413316152653,5.90492152970815,3.83706202177757,7.96538259541654
GSE45291,GSM1101137,GPL13158,071910_164130513_132,3.3933989127039665,4.391611548535916,5.694845868986005,5.456235343450045,2.29806134944448,7.570831748377195,3.760535048478045,8.40725190962922,10.4880531723025,7.619930856144553,6.058514303020955,3.56491353936018,8.22735999535708
GSE45291,GSM1101138,GPL13158,071910_166590333_047,3.3797649836562655,4.053944945785417,5.542406787348725,5.644277467001925,2.29806134944448,5.35083673122847,2.732819168316665,9.40481287315046,9.54871113141958,8.1136102097656,6.865201577019345,3.18742652402981,7.72196138015561
GSE45291,GSM1101139,GPL13158,071310_164130423_015,3.7024612427595045,4.303646558076527,5.455360316783885,5.304106294385095,2.29806134944448,7.8495498813635205,2.921575539650105,8.54658387724391,10.4333041782982,6.959317460292587,6.510383285410005,3.65302924884006,8.48802316269218
GSE45291,GSM1101140,GPL13158,071910_166594853_139,3.4682181828746765,4.05265883614739,4.6961878080157256,4.8248555816533205,2.29806134944448,5.81248326048437,2.983451600291115,8.378045160354,11.3164502828535,9.132336369260374,5.79229253867511,3.25921473446961,7.62745321221457
GSE45291,GSM1101141,GPL13158,071310_164129733_055,3.4704914083977583,3.46150114903928,5.33386271712353,5.19797527053959,2.29806134944448,7.037032916381925,2.460240829456625,7.83844929377061,9.91335718976566,7.640501047372195,5.7918376022823,3.28945361511712,7.69247368930568
GSE45291,GSM1101142,GPL13158,072010_162824823_048,3.402667367903072,3.7968054094046635,5.536581653229765,5.243282875432991,2.29806134944448,6.86389693930032,3.115432863256975,9.0515946183925,11.0320273563575,8.770953342455659,6.836271365839449,3.18742652402981,8.34375826687214
GSE45291,GSM1101143,GPL13158,071910_164130433_137,3.588472031131458,3.765764830504557,4.913771986979465,5.171494261167121,2.29806134944448,7.13311701602677,3.14146697869064,8.12221835808991,11.0468558636315,8.476846984102668,6.720358384590909,4.2460831399721,7.29533966444074
GSE45291,GSM1101144,GPL13158,072010_166593943_024,3.3877780993375217,4.0679317031200375,4.41826656444617,4.50476542050912,2.29806134944448,5.31208027444034,2.56244957782678,8.09514329340503,10.6801634484903,9.63887775499338,4.8751597277572145,3.18742652402981,5.8434128334935
GSE45291,GSM1101145,GPL13158,071310_166477923_092,3.462282492950918,3.949334574494697,5.79069910431841,5.623922407729189,2.29806134944448,7.035015509701025,2.326875097167675,9.0835581711404,10.8563292570112,7.9117968330723585,6.81622686909612,3.16088897800616,8.4018073855146
GSE45291,GSM1101146,GPL13158,071310_164131023_047,3.27988746061992,5.244380444730866,4.9883101792801945,5.174594855738615,2.29806134944448,5.860675655333244,2.68626677665159,9.68183514347317,10.3837545722225,8.248174476827002,5.06578518752985,3.18742652402981,7.61121221638303
GSE45291,GSM1101147,GPL13158,071910_166593933_057,3.4030171981053456,3.63544289962543,5.528721757172015,5.24683090347877,2.29806134944448,6.96988818400025,2.520801351031325,8.18248112605248,11.0179096844511,9.040250806162094,5.67867145349385,3.44992628360099,7.99384230013708
GSE45291,GSM1101148,GPL13158,071910_165619913_020,3.476062231447186,3.606625933071507,5.3068861800316895,5.26170765441362,2.29806134944448,5.545039266486469,3.074357309628225,9.34253020593393,9.40360201080631,7.652093541170182,7.106729729088955,3.18742652402981,8.74419608617317
GSE45291,GSM1101149,GPL13158,071910_166590503_026,3.32141642022943,3.7983133820212966,5.133324839102485,5.556523879174605,2.29806134944448,7.027992018430195,2.35308453759414,7.08161950112767,11.1455585320307,9.064554950439637,5.31096946800426,3.23421006701259,8.38479769327013
GSE45291,GSM1101150,GPL13158,071310_164131323_019,3.41261778024422,3.7354085529921703,5.0709538690314595,4.239402700139236,2.29806134944448,5.6579637333145545,2.985037244785145,9.83006557248973,10.6094658941713,8.434432045095349,5.56811726520092,4.19023010021378,7.82330295970812
GSE45291,GSM1101151,GPL13158,071310_164130543_043,3.497346789709146,3.7917972698176103,6.09045909313107,5.304106294385095,2.29806134944448,7.436522184506986,2.672373841297945,9.23771075995158,10.3045538009333,7.92440967260032,6.000943172269585,3.36655672053237,8.36560072014697
GSE45291,GSM1101152,GPL13158,071310_164130813_021,3.3491977462788354,3.4914873660749666,4.70912162479089,4.8245688379704745,2.29806134944448,5.8720734206853304,2.628161267654025,8.6430512155459,10.972597185496,8.138974164493646,5.626318329412696,3.74910456615271,7.06765999332174
GSE45291,GSM1101153,GPL13158,071310_162824333_084,3.3610665797351302,3.4071588979204166,5.266677586293454,5.271672655731265,2.29806134944448,7.18690788393104,2.50972239539386,8.69963795033596,10.7226974488628,8.077650083979718,5.80073510552079,3.01756923127094,8.22901798955921
GSE45291,GSM1101154,GPL13158,071310_166593733_004,3.490674339973908,3.110625453738917,5.644918342804505,5.178338325114265,2.29806134944448,7.300671354204789,2.906331252966355,9.66559367109015,9.92018464952238,8.174049775889838,7.135448225367655,3.18742652402981,7.12866086737806
GSE45291,GSM1101155,GPL13158,032409_2690339638_039,3.4483336229531063,4.495563634083767,7.49274942106126,6.869115340352005,2.23468002238881,8.17627050615511,4.31025994290017,9.24276547546802,9.92510204812579,7.742491215753,6.30825634064805,4.745825310787,9.82056256319698
GSE45291,GSM1101156,GPL13158,032409_2402892038_031,3.4701880789989743,4.11523672509069,7.270355108335545,6.0756002554259645,2.23468002238881,8.45150788508736,4.168226313224575,8.53427446450786,11.056049747343,8.916851612731445,6.34650955440788,4.6443124602024,9.69118581766396
GSE45291,GSM1101157,GPL13158,031709_2494553739_035,3.7045620525001963,3.805073094845477,5.67459345369645,5.220618258773834,2.23468002238881,8.0753566122076,4.09248643812073,9.38695622868986,11.9146377652339,9.75515238104051,5.62938393008646,4.87068482453556,8.44931413537881
GSE45291,GSM1101158,GPL13158,032409_2424676838_037,3.6832027846350024,4.074993477489457,7.22131027261507,5.8611106813663945,2.23468002238881,8.54561929675314,3.2658139383812648,9.40110897094534,11.335820282832,8.50022446773891,5.984976735302215,4.78538830878847,9.42956163307772
GSE45291,GSM1101159,GPL13158,032409_2475991838_043,3.63607519069661,4.343986153104783,7.442038679867265,6.135728710101075,2.23468002238881,9.29128142380668,3.99448940507389,9.74882366020975,10.7446375014017,8.149920164543312,6.968246847333434,4.96834438933506,9.79848234899072
GSE45291,GSM1101160,GPL13158,032409_2475991638_045,3.5409191459722336,4.87182371703127,7.847709942728475,6.213921594082565,2.23468002238881,9.533835920108425,4.3140240290437255,9.24518014880438,10.8202485039915,8.76208717580179,6.53343878498182,4.15404135435021,9.69490509184704
GSE45291,GSM1101161,GPL13158,032409_2717721438_062,3.4984503590580496,4.723398374936277,7.206655024569326,5.8927502616264,2.23468002238881,8.57081403937985,3.714416137159965,8.69079359560495,11.3196731786374,8.518463053133676,6.76056609247564,5.22672465056366,9.19081800904455
GSE45291,GSM1101162,GPL13158,032409_2402892039_010,3.5127047066856827,4.498556523246837,7.070120486169145,5.924847497959284,2.23468002238881,8.298361095525605,3.56256816955767,9.34191323878744,11.1172549382311,9.245441678088088,5.98400547206546,4.09929267016117,9.25986916460625
GSE45291,GSM1101163,GPL13158,073109_3044658538_087,3.687028328974584,4.168540301702014,7.14742085104287,5.395328817889791,2.23468002238881,7.1289853625355395,4.32811053929524,11.4281473807506,10.3065712749187,7.973670167448033,5.513135754427855,4.77525328213817,9.63341173673146
GSE45291,GSM1101164,GPL13158,073109_2962674538_009,3.5810543509100583,4.06546247248653,6.6288395360748,5.711256268495186,2.23468002238881,7.66151349416867,3.343706989018565,10.3534380250395,10.1942611144424,9.339389632157962,6.106903880673035,4.95340238444515,8.65355902441249
GSE45291,GSM1101165,GPL13158,031709_2566403738_069,3.607289349084386,3.94173541192502,7.15767855660577,5.833047906461015,2.23468002238881,7.68583688415796,3.205771290236395,10.3199805337144,11.1529733423947,8.65455597132269,6.5089346356466,4.48957137254554,8.86522425128413
GSE45291,GSM1101166,GPL13158,031709_2649327938_061,3.537486187072338,3.911866277586197,7.035673335276465,5.821206739667555,2.23468002238881,7.445182129663355,3.7397683265079897,10.097670467433,11.0866380727799,9.161005883472633,6.3967347547834255,4.65040476865403,8.75469665786965
GSE45291,GSM1101167,GPL13158,031709_2624114538_068,3.747242306639632,4.544904225178033,7.320036055257781,5.993487293576431,2.23468002238881,8.878120167501695,3.80988882656886,9.99477603412953,11.1062585020784,8.758085235663149,6.604544857816155,4.51273241767066,9.48083917733364
GSE45291,GSM1101168,GPL13158,031709_2475992538_015,3.725382910715014,3.8415502296403634,7.1428607886238655,6.0629456958961505,2.23468002238881,7.279904052732656,3.750916930096115,9.62505793014945,11.1316591522407,8.885194213336579,5.95898112455372,5.10388025813296,9.06890703989067
GSE45291,GSM1101169,GPL13158,031709_2789702838_011,3.5374575789449283,4.57769421025926,7.3104847010465255,6.161202665933629,2.23468002238881,8.132461901234135,3.74557958580185,9.87708900767756,10.4305099937022,8.095532894855735,6.05513378857816,4.41946046293248,10.0317433800061
GSE45291,GSM1101170,GPL13158,073109_3022203538_001,3.771681641751774,4.049983764974907,6.1433201291834205,5.30009900033728,2.23468002238881,8.46240338379154,4.29305241545475,10.8000442930402,11.704834785323,9.32789327480766,5.76187266875762,4.46739282498597,8.48276779721533
GSE45291,GSM1101171,GPL13158,032409_2657980638_029,3.5196943054930765,4.021990227801843,7.41988806984817,6.69430007375116,2.23468002238881,7.7277972397138,3.29591118027329,9.11441781341096,10.5931611273485,8.413076392737764,6.313029630040235,5.1491192665883,9.92972948558169
GSE45291,GSM1101172,GPL13158,031709_2424673538_065,3.9126236011125863,3.87712267511075,7.85465986347497,5.888805272509471,2.23468002238881,7.86555525625777,4.280230929492475,10.5518449054219,10.3418661037313,8.107207111263541,6.44335515462991,4.4907831863074,9.83601345472935
GSE45291,GSM1101173,GPL13158,073109_3038723538_006,3.787105015677912,4.474421132338296,6.72432342038866,5.747454839137365,2.23468002238881,8.87041209501155,4.372439033837125,11.271440222743,10.2846970282167,7.792165246257852,6.072849498980769,4.69810239491527,9.13465387408163
GSE45291,GSM1101174,GPL13158,031709_2624114638_025,3.6313881761739837,4.262038026639757,6.876342840268655,5.942515212776415,2.23468002238881,7.51738601985122,4.10756124355298,10.2156427083158,10.6746657044571,8.897521294856848,6.8901536740968545,4.41950859573167,9.57532173488808
GSE45291,GSM1101175,GPL13158,032409_2537724639_064,3.798126089898349,4.48826653201172,7.55654325746536,6.1403135866972045,2.23468002238881,8.42891793509231,4.626390483070486,9.88761434560793,10.6025333594081,7.99993274668879,6.55764761674685,4.85769589895314,9.6546498858904
GSE45291,GSM1101176,GPL13158,031709_2789702938_086,3.694407603316486,4.094892993225433,6.8065934115845,5.78697623392443,2.23468002238881,8.98251934991004,3.6130467995129,10.5191099380352,10.7009450725696,8.900621966416411,6.6261019729026,4.63537259960965,8.90698938156441
GSE45291,GSM1101177,GPL13158,073109_2962674638_057,3.6711676242543305,5.058533370611986,7.133027122975315,5.78070411708814,2.23468002238881,8.83357167600236,3.77405728191328,11.1600177389696,10.7504927360584,8.465761684637226,6.41635264082376,4.78023052199966,8.97557961383096
GSE45291,GSM1101178,GPL13158,031709_2402909038_050,3.7932141459350235,4.085253929878573,7.8566079913999705,6.031389159100115,2.23468002238881,7.797854543903625,3.59042397183673,9.48120210705254,10.2811230698579,7.761769955364454,7.270110070685465,4.09615772629935,10.0570477714561
GSE45291,GSM1101179,GPL13158,031709_2537724739_009,3.5615005049893584,4.345134471985166,7.221216385338655,5.97465045108189,2.23468002238881,7.68842937456623,3.5683587648778547,10.2623523803109,10.4317754326441,8.65087116735777,6.013300462952545,4.90584939996562,9.7363812391489
GSE45291,GSM1101180,GPL13158,031709_2469757638_089,3.7135155748124276,4.200887627260273,6.623918735872159,5.35358373035804,2.23468002238881,8.126938888367896,4.184389856791984,9.8625463831796,11.1870509236071,8.569552270902827,5.79995326343253,5.59143394333385,9.26603717932207
GSE45291,GSM1101181,GPL13158,073109_2611732739_024,3.742064927696218,4.567364378323993,5.743957289671245,5.254136255409735,2.23468002238881,8.74017039280172,3.8129543625561197,11.6409563973295,11.0017879633832,8.262560957912973,5.936570944551285,5.46188623456227,8.30073740804236
GSE45291,GSM1101182,GPL13158,031709_2676148639_018,3.655246216828348,4.228546428743104,7.003735273941135,5.9170152364288295,2.23468002238881,7.886301826184545,3.9282628394097348,9.8273105175684,11.3686063272595,9.677378834322733,6.42096070759446,4.16790279057519,8.85788715121918
GSE45291,GSM1101183,GPL13158,073109_3075413738_102,3.5836061657026255,3.8380665493310797,6.49028685152017,5.466422489425215,2.23468002238881,7.260432601436856,4.126229412762505,10.994134905093,11.3699361068174,9.146578172018534,6.28202659077233,4.14102376748287,8.61048533563298
GSE45291,GSM1101184,GPL13158,032409_2402901438_041,3.5535597015493563,4.547246331437067,7.32301851332784,5.790977891620315,2.23468002238881,8.39382372366962,3.76583320370573,9.20349611136365,11.1048986394948,8.945917252477674,6.361802970503035,4.41205501698365,9.33299638536914
GSE45291,GSM1101185,GPL13158,073109_3044467738_041,3.623610684730488,4.199389126560743,7.0423983732456055,5.61510241984059,2.23468002238881,8.43218434433733,3.980955470922385,10.8022251510109,11.1149450622722,8.396399010055648,5.5169343480096344,5.16387779091758,9.60385556735028
GSE45291,GSM1101186,GPL13158,031709_2676148839_005,3.8912547294868416,4.145282927077047,6.97596059270524,5.856487054245075,2.23468002238881,8.131389550304634,4.05747832609611,10.4629013222709,10.6810114957801,8.56590516411387,6.736884630835915,5.32772183659109,9.13388007733931
GSE45291,GSM1101187,GPL13158,073109_2537724740_065,3.551375533641864,4.456929809172394,6.9995079590217,5.7836021883714945,2.23468002238881,7.79932114815496,3.59042397183673,11.0329743501967,10.2893231137164,8.6633519930506,6.060405712617181,4.70837073970333,9.7796944905585
GSE45291,GSM1101188,GPL13158,031709_2691913438_030,3.7041873723190157,4.240498504225677,7.117639180287849,5.850431452346775,2.23468002238881,8.05609678864162,4.1421250723406455,10.2304987022035,10.7570911325192,8.433190148442343,6.373346715829175,4.83431231884154,9.00037073810384
GSE45291,GSM1101189,GPL13158,032409_2402901538_021,3.675708045495162,4.455061088696273,7.703497254127025,6.000989848271814,2.23468002238881,8.157670753159385,3.2658139383812648,9.45513698966288,11.08275886657,8.088928903338985,6.695781573065265,4.68195731963203,9.23180195655645
GSE45291,GSM1101190,GPL13158,032409_2566295738_028,3.677945330398984,4.5907787057178835,7.796651957442325,6.221670215320666,2.23468002238881,8.025308975370244,4.565152977408285,8.84823672494631,10.0441157466499,7.569766675169615,6.31943697957633,4.51366839390975,10.1011026363364
GSE45291,GSM1101191,GPL13158,073109_1313035938_026,3.657558299027606,4.108616502470906,6.624354036006515,5.468253554956579,2.23468002238881,7.75986346962293,4.418974987369705,10.7000904034527,10.4292634137256,8.722140101532988,6.1375234952145306,4.95232072825084,9.52136647344437
GSE45291,GSM1101192,GPL13158,073109_2602305938_136,3.5086617808376523,4.471641539506208,7.397163303255436,5.73275141983223,2.23468002238881,8.289157839051045,3.681737807637075,10.7141557265335,10.642412120502,8.687974626496443,5.9641215648231,4.24986218320527,9.39426552136597
GSE45291,GSM1101193,GPL13158,031709_2424672738_041,3.765918493498276,4.1240146046248,7.419045368017759,6.014227319437424,2.23468002238881,8.4740057949696,2.975796438125875,10.1295135898544,10.5112413171466,8.916801459309541,6.55985810888072,4.31786139416847,9.58406313972257
GSE45291,GSM1101194,GPL13158,073109_3075413638_152,3.6404326826903413,4.1396313050027596,6.59471698577039,5.926735722016669,2.23468002238881,8.193412234704816,3.681921956435395,11.2917728233209,10.8310367657662,8.920931921588792,6.836585184258225,4.45638588024697,9.2248372644666
GSE45291,GSM1101195,GPL13158,073109_3038055938_082,3.6041427634546657,4.750794538121267,6.62974967717159,5.702238096487905,2.23468002238881,7.65156281006779,3.2658139383812648,11.1512886582359,10.3556400440036,8.84246540117948,6.08462419083327,4.41205501698365,9.08729433411855
GSE45291,GSM1101196,GPL13158,073109_3148345738_161,3.6804209040973603,4.484557643518823,7.355251028245655,6.35285076752096,2.23468002238881,8.91133175803991,3.813669064036895,11.0372362810199,11.1828800934766,8.867579499401375,6.1537942435422295,4.76998199086542,9.40643295180308
GSE45291,GSM1101197,GPL13158,073109_3051669438_051,3.7473397420449204,4.25277059199207,6.112809196450694,5.716047298304755,2.23468002238881,7.998358315844099,3.98137948598166,10.7096093184818,11.1145702415081,9.079089517915442,5.545131438136205,5.27531002341207,8.53392172098214
GSE45291,GSM1101198,GPL13158,073109_3110731738_092,3.715704707885834,3.9124611997927268,6.366438710783505,5.693924032916435,2.23468002238881,8.04022088430615,3.87117952319912,11.1846872854856,10.6464791041919,8.820423069932838,6.337193151314461,4.59917549887048,7.97826383124913
GSE45291,GSM1101199,GPL13158,073109_3044467538_038,3.564899126078072,3.890017229723517,6.500681849012765,5.44705080185687,2.23468002238881,7.90059459273194,3.834978691731625,11.2463470479655,10.6910585879271,8.550848389094028,5.87698102434511,4.75017370799161,9.01706984414924
GSE45291,GSM1101200,GPL13158,073109_3044657838_150,3.519005055567458,4.155855804750883,6.356807959989865,5.54686631314585,2.23468002238881,6.571354940762015,3.089470831330055,10.646012112135,10.8000899599143,9.443137062650141,6.00261601197993,4.6330551339872,8.50786103070107
GSE45291,GSM1101201,GPL13158,032409_2402914738_038,3.6489147760080543,4.975167065613774,7.495469204904535,6.128645598870724,2.23468002238881,10.267742511851045,3.6433513602864798,8.99833451169444,10.8895805387468,7.69394116121763,7.183092256283725,4.41205501698365,10.0616075407526
GSE45291,GSM1101202,GPL13158,073109_2962673938_012,3.7674721320201763,4.42757582292941,7.258229644558524,5.7830805461715595,2.23468002238881,9.10856885446326,4.205908989880525,11.0035755853211,10.361060806263,7.8917400664705175,6.464353351847295,4.02756826456825,9.49561282096278
GSE45291,GSM1101203,GPL13158,073109_3122640939_109,3.6715041791226795,4.17840707428073,6.934425152114265,5.785676535019095,2.23468002238881,9.148631445481346,3.785254916427515,10.8944219934088,10.2873796639776,8.816160071252497,5.70376169516987,4.06886938171882,9.45160951625809
GSE45291,GSM1101204,GPL13158,031709_2690339838_056,3.6988363557556463,4.61625738851954,7.35178824986791,6.027140108297755,2.23468002238881,7.6158176605353995,4.186940635757205,8.82034450789462,10.8450672705958,8.558449174794127,6.4573144258461745,4.90174688390824,8.91628062669887
GSE45291,GSM1101205,GPL13158,073109_2994400538_110,3.8122965483013482,4.4635248199627835,6.553301790478475,5.51889966585538,2.23468002238881,7.243968810488945,4.19952331060637,11.1593970851097,10.7788135656497,8.723212507204064,6.31174596569085,4.41205501698365,9.17649537704237
GSE45291,GSM1101206,GPL13158,073109_3038836638_118,3.927243912571586,4.431943619890689,6.358214834580515,5.31256017915735,2.23468002238881,8.228620679107529,4.42233411678321,10.8087758034191,11.2190103070169,9.051901570147997,6.3803942294612845,4.64287885687084,8.40234453895046
GSE45291,GSM1101207,GPL13158,073109_2494549639_023,3.6159128927290043,4.252159322743417,6.108876656314415,5.284414724745405,2.23468002238881,7.361028211254185,3.265550107551165,11.4057333388546,10.9111836866694,8.256232665823948,5.88410401646651,4.41205501698365,8.2103917229853
