GSE_ID,GSM_ID,GPL,title,MTHFR,TYMS,MTR,MTRR,CYP1A1,GSTM1,GSTT1,GSTP1,TLR2,TLR4,TLR7,TLR9,STAT4
GSE32591,GSM807882,GPL14663,Tub_LD_371,4.651980085,6.684044445,6.450975537,7.220827,4.701812976,-1,4.093566327,10.35881354,5.851059432,4.323365145,3.668438094,-1,5.376796158
GSE32591,GSM807883,GPL14663,Tub_LD_373,4.773925988,7.346905455,6.911851334,7.609323415,4.659012159,-1,8.869501453,8.594138177,5.844001181,4.141659115,3.523830754,-1,5.058196307
GSE32591,GSM807884,GPL14663,Tub_LD_374,4.671391669,7.56582303,6.660927215,7.634602702,4.458663826,-1,8.343747403,8.351228977,5.667302801,4.507870046,3.548000976,-1,5.106150399
GSE32591,GSM807885,GPL14663,Tub_LD_375,4.723516307,6.896748916,6.803358746,7.769473298,4.688169333,-1,8.219969161,8.234211187,5.680529005,4.249414544,3.430455842,-1,5.13752966
GSE32591,GSM807886,GPL14663,Tub_LD_376,4.842634129,7.168615192,6.980776493,6.583510515,4.33487018,-1,8.925195587,8.340134943,5.900856921,4.368610431,3.659885523,-1,5.0313041
GSE32591,GSM807887,GPL14663,Tub_LD_377,5.151992397,6.66419861,6.320631641,6.354306208,4.798618067,-1,8.082437197,8.824190094,6.097784428,4.39572677,3.821504805,-1,4.873952952
GSE32591,GSM807888,GPL14663,Tub_LD_378,5.029574856,7.538731072,6.876305718,6.883481818,4.712175398,-1,4.892614735,8.575469214,5.978432397,4.351871674,3.709550924,-1,5.215156425
GSE32591,GSM807889,GPL14663,Glom_LN_401,4.85656815,7.146080035,7.556144929,8.744731926,4.896228629,-1,8.874241976,9.158780616,8.925043512,6.787780353,4.849114525,-1,6.682609282
GSE32591,GSM807890,GPL14663,Glom_LN_402,4.843174158,6.681964851,7.546008447,8.679604041,5.034593096,-1,7.972346027,9.167423011,9.45328336,7.105746793,4.910074012,-1,6.320920129
GSE32591,GSM807891,GPL14663,Glom_LN_404,5.120985476,7.114640617,7.974702512,8.777456269,5.2855228,-1,5.336631323,9.892006278,7.453082575,7.118844489,4.206751368,-1,6.44759873
GSE32591,GSM807892,GPL14663,Glom_LN_405,4.893262428,8.114762925,7.232493574,7.845241488,5.06911101,-1,5.014827646,9.722613214,8.28813917,7.005171723,4.290786998,-1,6.383529958
GSE32591,GSM807893,GPL14663,Glom_LN_406,4.773014658,9.735867331,8.547159698,9.68675242,4.808376553,-1,7.708835759,9.424320934,9.474335919,7.224717277,4.841057305,-1,5.537153153
GSE32591,GSM807894,GPL14663,Glom_LN_407,4.882197482,7.554577578,7.502865503,8.512101669,5.118635181,-1,9.647140631,9.834572299,9.180246722,6.505523178,4.508314283,-1,6.018379773
GSE32591,GSM807895,GPL14663,Glom_LN_408,4.873047306,9.616772876,7.822254414,8.070369945,4.922331057,-1,4.664682862,10.37356971,8.465862237,6.399263968,5.013994604,-1,8.10517423
GSE32591,GSM807896,GPL14663,Glom_LN_409,5.052962318,8.486537469,7.363040886,8.139929619,4.953748972,-1,4.961932574,9.621532439,10.59759309,6.881110485,4.583333147,-1,7.959330458
GSE32591,GSM807897,GPL14663,Glom_LN_410,4.988683476,8.892922869,6.764857169,8.058183355,4.736301609,-1,4.692800031,10.00728898,9.962709623,6.841619059,4.246408222,-1,6.422211916
GSE32591,GSM807898,GPL14663,Glom_LN_411,4.885439426,8.818996759,7.365187137,8.509521424,5.145734861,-1,8.263150149,9.735404123,8.492463161,6.697739552,4.777165834,-1,6.77493712
GSE32591,GSM807899,GPL14663,Glom_LN_412,4.792492798,9.211871938,7.03770286,8.068518897,5.312356925,-1,8.24034552,9.83899361,9.491783861,6.900100378,4.406029192,-1,6.861082685
GSE32591,GSM807900,GPL14663,Glom_LN_413,4.952609495,7.597235784,7.535938009,8.468529308,5.096615863,-1,4.808423994,9.868502285,7.504218298,6.684797835,4.225499918,-1,6.197259583
GSE32591,GSM807901,GPL14663,Glom_LN_414,4.875465821,6.914836263,7.152860024,8.326726429,5.164363529,-1,8.332633934,9.978708056,8.868187244,6.466609312,4.197920107,-1,5.908727492
GSE32591,GSM807902,GPL14663,Glom_LN_418,5.005588549,9.094872342,7.050361482,8.10488719,5.091098029,-1,8.603365091,9.897098678,9.375405166,7.11063865,4.273088566,-1,5.885111714
GSE32591,GSM807903,GPL14663,Glom_LN_419,4.970552078,7.580570847,7.086557062,8.579754417,5.158765315,-1,8.364752245,9.75707079,8.147095993,6.346130077,4.537869498,-1,6.613239095
GSE32591,GSM807904,GPL14663,Glom_LN_423,4.995759452,7.604786437,7.841478544,8.326029824,5.076625372,-1,9.243998099,10.15719674,6.727075326,5.859963614,4.056452999,-1,6.151380164
GSE32591,GSM807905,GPL14663,Glom_LN_430,5.10892648,8.348357019,8.77834487,9.488435427,5.365726535,-1,8.315326055,9.327870697,9.230538304,6.847936786,4.712450984,-1,6.173056362
GSE32591,GSM807906,GPL14663,Glom_LN_438,4.879214476,8.492856846,8.215565734,8.933353958,4.963241444,-1,7.938586493,9.741475673,9.207339512,6.969772452,6.181588029,-1,6.512783355
GSE32591,GSM807907,GPL14663,Glom_LN_440,4.897330889,8.761096262,7.76759068,9.165133134,4.770560756,-1,9.463780126,9.753293189,8.887335109,7.288096254,4.837922901,-1,6.160003292
GSE32591,GSM807908,GPL14663,Glom_LN_442,4.956532645,7.760252795,7.982868671,8.504661786,5.209596457,-1,8.284553963,10.52908928,7.447077044,6.944152309,4.245463649,-1,7.122190313
GSE32591,GSM807909,GPL14663,Glom_LN_444,4.802038942,7.437023429,7.427648393,8.306421828,4.859046969,-1,9.212897801,10.24243178,8.421860202,6.832057605,4.843112617,-1,6.60248279
GSE32591,GSM807910,GPL14663,Glom_LN_445,5.009697316,8.431467953,7.906910814,8.875010174,5.107700449,-1,5.344885173,9.198499825,9.993270021,7.657946876,4.603043119,-1,5.958766183
GSE32591,GSM807911,GPL14663,Glom_LN_448,5.341915675,8.962540634,7.439560412,9.069194775,5.064420591,-1,9.556499812,9.805762123,7.725652381,6.246392671,4.528337082,-1,6.3519206
GSE32591,GSM807912,GPL14663,Glom_LN_450,4.890645045,9.13829896,7.977646985,8.831276447,5.052034419,-1,4.862576001,9.670655398,8.851517475,7.378179095,4.681906996,-1,6.446729334
GSE32591,GSM807913,GPL14663,Glom_LN_451,5.011856893,7.55116784,7.349653539,8.317627571,4.971142646,-1,8.537954044,10.23104509,7.441426605,6.840968076,4.351885052,-1,6.031719812
GSE32591,GSM807914,GPL14663,Glom_LN_454,5.021499041,8.850660293,7.700753401,8.593041077,5.117833465,-1,7.722692513,9.816698268,9.342071122,7.531419678,4.605190649,-1,6.515662617
GSE32591,GSM807915,GPL14663,Glom_LN_462,4.860468231,7.513830576,7.469753652,8.430698224,5.018448229,-1,9.239103591,9.686987201,10.67235612,6.834204127,4.559242302,-1,7.305251552
GSE32591,GSM807916,GPL14663,Glom_LN_463,5.055515046,7.356766878,7.265304124,8.545812501,5.173561605,-1,9.509575539,9.459897199,8.950487014,6.776667089,4.357380721,-1,6.737539556
GSE32591,GSM807917,GPL14663,Glom_LN_464,5.021476053,7.961089924,7.721419716,8.686869435,4.923031471,-1,8.354142538,10.29345291,8.459138394,6.816987585,5.492327333,-1,8.938487031
GSE32591,GSM807918,GPL14663,Glom_LN_465,4.804954871,7.765586871,7.243079389,8.522139386,4.986584937,-1,8.149436459,9.457147455,9.190708637,7.369928248,4.500781925,-1,7.322815786
GSE32591,GSM807919,GPL14663,Glom_LN_466,4.942617268,6.398840897,7.459031431,8.678983558,5.039222168,-1,9.272439753,9.815562516,8.886451543,6.856347137,4.295192303,-1,6.451652311
GSE32591,GSM807920,GPL14663,Glom_LN_467,4.973874908,8.336979731,7.556144929,8.31967243,4.896966926,-1,8.407868536,9.766417451,9.475557647,6.584702398,4.525480386,-1,6.354968226
GSE32591,GSM807921,GPL14663,Glom_LD_468,4.874235841,7.09788492,7.440629608,8.790086856,5.415479783,-1,9.289051182,9.735528707,7.007854296,6.585883978,4.158024321,-1,6.082589778
GSE32591,GSM807922,GPL14663,Glom_LD_469,5.192528819,6.296940391,7.667703382,8.494336573,5.011517812,-1,9.515731191,9.941318204,6.464024766,5.940967827,4.116564564,-1,5.357222067
GSE32591,GSM807923,GPL14663,Glom_LD_470,5.13292733,6.379481159,7.180678849,8.778991771,5.312088718,-1,8.532356889,10.29046314,7.879588691,6.50137831,4.027725596,-1,5.980491861
GSE32591,GSM807924,GPL14663,Glom_LD_471,5.164225703,7.40068952,7.462126752,8.1133288,5.110782561,-1,8.952151074,10.30952837,6.772626531,6.149495452,4.197552997,-1,5.911565682
GSE32591,GSM807925,GPL14663,Glom_LD_472,5.150532511,7.277536008,7.527251954,8.493835829,5.319884843,-1,8.893414096,10.04189281,6.980687648,6.200772596,4.22557154,-1,5.918427436
GSE32591,GSM807926,GPL14663,Glom_LD_473,5.006993372,6.996009425,7.650724158,8.658203272,5.052103607,-1,5.000410397,9.838813037,6.983020544,6.475429831,4.206930762,-1,6.161562855
GSE32591,GSM807927,GPL14663,Glom_LD_474,5.221033728,7.67980978,7.237746917,8.6813544,5.13453197,-1,8.535162397,9.851531947,6.873891962,6.146457282,4.029107727,-1,6.035295229
GSE32591,GSM807928,GPL14663,Glom_LD_475,5.048956894,7.340564858,7.528851486,9.038661512,5.23745461,-1,8.637526341,9.715641122,7.065254671,6.467247197,4.142340307,-1,6.317334193
GSE32591,GSM807929,GPL14663,Glom_LD_476,4.992063768,6.561348258,7.156294462,8.614009747,5.089285137,-1,4.730646106,10.53827401,7.363218741,6.630082125,4.174432884,-1,5.955472973
GSE32591,GSM807930,GPL14663,Glom_LD_478,5.117309305,7.530138688,7.603348297,8.683591863,4.937179032,-1,9.470735137,9.310348699,6.651657681,6.296005489,4.049117755,-1,6.163378574
GSE32591,GSM807931,GPL14663,Glom_LD_479,4.869403859,7.188046866,7.589793954,8.618614186,5.055927078,-1,8.538061718,9.7280028,6.631834817,6.366802294,4.108530271,-1,5.886684801
GSE32591,GSM807932,GPL14663,Glom_LD_480,5.1499214,6.887958395,7.508458621,8.677330268,4.932431733,-1,9.588877932,9.547082948,6.836502573,6.115998156,4.166995587,-1,6.426760774
GSE32591,GSM807933,GPL14663,Glom_LD_481,5.174788874,7.068403771,7.41865104,8.364039825,5.11525916,-1,8.617000453,9.815844149,6.957092296,6.435046138,4.233926333,-1,6.252598671
GSE32591,GSM807934,GPL14663,Glom_LD_482,5.14593542,6.767851865,7.439068468,8.760408016,5.050533432,-1,4.836828715,9.921012717,6.845833163,6.497806859,4.04021989,-1,6.189492654
GSE45291,GSM1100843,GPL13158,032310_270628991_005,3.40841874024609,3.5065603167680863,5.638859106626325,5.143184609906919,2.29806134944448,6.6078907092982195,2.495159787215635,9.22927953492623,10.7077974702335,7.829817318494975,5.741959792952899,3.15557639979352,8.1870093924649
GSE45291,GSM1100844,GPL13158,032310_270629051_016,3.3576693316462745,3.665224189750733,5.4587561438522005,5.302496840364465,2.29806134944448,6.7806182676672755,2.5254940721808303,9.28138349926124,10.1751528689185,8.007453456734218,5.34017403179568,3.12809071566579,8.47777793915583
GSE45291,GSM1100845,GPL13158,032310_270629071_019,3.2914799643870665,3.41574750793628,6.06420542712302,5.08151044630441,2.29806134944448,7.367985037695875,3.073595472107065,9.21709125141332,10.1423352392362,7.9557619366202506,5.629831911475195,3.19248279250876,8.72405176844373
GSE45291,GSM1100846,GPL13158,032310_270629091_009,3.455891411322566,3.5784861147013296,5.66745346806016,5.283769418731236,2.29806134944448,7.5632027656753795,2.52949885205849,9.6465932005793,10.7721305633256,7.6875567512618925,5.39715252147725,3.12809071566579,8.75529799998973
GSE45291,GSM1100847,GPL13158,032310_296438041_008,3.3739324494920964,3.7050847526340838,5.462839721097335,5.224223225111039,2.29806134944448,7.138766819475325,2.4466711168213653,9.80860601907392,10.1856506429556,7.74325476098106,5.846386423283285,3.18742652402981,8.62542114208857
GSE45291,GSM1100848,GPL13158,032310_BDP008_049,3.2174796617180528,3.4213938373937203,5.3930368605047345,4.94649243027892,2.29806134944448,7.05205852164812,3.22803883192428,9.92740959003544,9.86750689999681,7.849529894103037,5.071708696224745,2.80900589679769,8.21120153004753
GSE45291,GSM1100849,GPL13158,032310_BDP020_051,3.3880607845815915,3.5878615236200933,5.93582950947834,4.85215001054622,2.29806134944448,7.734611099972305,2.56244957782678,10.1067585577262,9.51050320066072,7.759645237479379,5.469841934411525,3.12809071566579,8.73702022505541
GSE45291,GSM1100850,GPL13158,032310_BDP022_052,3.5059393219819937,3.43020468438157,5.729955284643635,5.7854093287285355,2.29806134944448,5.6413550023876144,3.05119811899503,10.0719021021094,10.20444170881,8.481470732451745,6.08165548332855,3.12809071566579,8.24507946264264
GSE45291,GSM1100851,GPL13158,032310_BDP039_053,3.16448192559013,3.71612944336475,6.01614679995922,5.39689188604096,2.29806134944448,6.267264364847775,2.7426764813517304,9.8267401913657,9.97562515791025,7.478769517347272,5.5928268248829305,2.52351305188061,8.4957334891268
GSE45291,GSM1100852,GPL13158,032310_BDP043_054,3.404985750705168,3.42684442197149,5.70861976516608,4.70265115461686,2.29806134944448,6.48717278593003,2.5178724160911754,9.69017327270814,10.1089078161516,8.196315589778695,5.188507241722885,3.12809071566579,8.7028870963796
GSE45291,GSM1100853,GPL13158,032310_BDP054_055,3.356180857932498,3.657896046522454,5.48584079853776,5.13828411046198,2.29806134944448,6.9714989831533245,2.676709811240625,10.1984138583653,9.67047529261905,7.812368801451793,5.134331965155905,3.18742652402981,8.64402519702647
GSE45291,GSM1100854,GPL13158,032310_BDP058_056,3.410748355191818,3.1454333133679433,5.507293277491745,4.74369781944264,2.29806134944448,7.767114876770934,2.90070025975736,9.92924286067372,10.288699591696,7.843034640146955,5.69580226138882,3.12809071566579,8.59171147205642
GSE45291,GSM1100855,GPL13158,032310_BDP060_057,3.504970702013692,3.279301447017206,5.76062373177697,5.02965549743564,2.29806134944448,7.55940990326126,2.520801351031325,9.66161268222587,9.37942685459041,7.477989210048498,5.122890307142,3.12809071566579,8.8390249997064
GSE45291,GSM1100856,GPL13158,032310_BDP063_059,3.4299007709125062,3.7264928705552,5.92527413639432,5.617490682132695,2.29806134944448,7.824854973347005,3.332738867465535,10.0001274233784,9.91916324910581,7.74026327682868,5.5598339401988355,3.12809071566579,8.83458771184298
GSE45291,GSM1100857,GPL13158,032310_BDP065_060,3.2148317410137195,3.4348038651596062,5.51798238883762,5.10683644686537,2.29806134944448,7.674773688149495,2.60136609660654,10.0275081414071,10.1957500680752,7.92138474898765,5.30664626996096,3.19646160569481,8.82706654058986
GSE45291,GSM1100858,GPL13158,032310_BDP066_061,3.4417605280373422,3.3648832960889536,5.672904186864756,5.27801556076518,2.29806134944448,6.83291471776835,2.643089169890715,9.46084085366027,10.0620022190809,7.553443374065187,4.92516676508093,3.12809071566579,9.15784094547137
GSE45291,GSM1100859,GPL13158,032310_BDP068_062,3.305278923764832,3.575347172994437,5.87674530827468,4.923437656285925,2.29806134944448,6.40586572593879,2.806375914907485,10.024926550387,9.91909551753763,7.861675125757177,5.603682760256325,3.18742652402981,8.6404941235065
GSE45291,GSM1100860,GPL13158,032310_BDP069_063,3.386578767126668,3.4807688666525434,5.53636606074923,5.018197219951645,2.29806134944448,6.8300812076428645,3.21433254903713,10.1187567925498,9.93175918177625,8.055009423841668,5.42315944589509,3.18742652402981,8.21900488185387
GSE45291,GSM1100861,GPL13158,032310_BDP070_064,3.3080155833547735,3.3830117698074864,5.063381399102569,4.802441314799185,2.29806134944448,6.71213237226295,2.84510450166431,10.4420396926342,10.2674736987486,7.327326236377248,5.353450695670075,3.12809071566579,8.74880304977034
GSE45291,GSM1100862,GPL13158,032310_BDP071_065,3.3130668077653582,3.9136076005952796,5.980693020967565,5.57155161767875,2.29806134944448,8.30580547775585,2.8719970431622803,9.7186360420498,9.7104379064504,7.675687904053572,5.34164633251416,2.76876160671368,9.07910524844694
GSE45291,GSM1100863,GPL13158,072010_162825223_047,3.389753812734768,3.45080256048444,4.802507486788735,5.470260433301259,2.29806134944448,5.911799171067624,2.57196579725569,9.272310460608,10.1224169919781,8.215669308528902,5.7347079931177,2.9314704425703,8.31838116310265
GSE45291,GSM1100864,GPL13158,072010_166592653_111,3.4714076751815526,3.43533891122706,5.563205402204545,5.44091607930865,2.29806134944448,7.99100071183018,3.256122254567025,9.23593687785554,10.2722253067474,7.801315108827162,5.107633556349461,3.30361978290593,8.36169117558428
GSE45291,GSM1100865,GPL13158,071910_162825033_134,3.3266270390563646,3.39462391842342,5.36321130598973,5.22406184195613,2.29806134944448,7.41333323053093,2.907211480384695,8.16560180522703,11.035699096832,8.502586106417688,4.8229848759710645,3.54322971885235,7.57131723507446
GSE45291,GSM1100866,GPL13158,072010_162824513_030,3.336005523182712,3.0993025405651036,5.4717653866922,5.304106294385095,2.29806134944448,7.021307799889385,2.5683891798053553,9.71447812392651,9.43401552477013,7.558070998499177,5.5748703919254545,3.27878578525024,7.39108603962392
GSE45291,GSM1100867,GPL13158,071910_166480643_122,3.508027859292568,3.39822623421137,5.4337909277722805,5.05296074350197,2.29806134944448,8.56454548400213,2.427185712105045,8.26794763793224,10.7465985892839,7.8969617736322455,5.2096314522140705,3.21750237426418,8.09765416752289
GSE45291,GSM1100868,GPL13158,072010_164130223_113,3.66541743739379,3.5508398290497034,5.183157029979215,4.7570733091269,2.29806134944448,7.180969809153055,2.427185712105045,8.50768238935377,10.2361301427063,7.417128370069481,4.886316265695244,4.76864996067343,8.12049493077561
GSE45291,GSM1100869,GPL13158,071910_166479933_014,3.4921581606560457,3.5256223975170236,5.62566160576107,5.304106294385095,2.29806134944448,7.675276021946869,2.57509604792896,7.44440826123502,8.71686522898231,7.763721457065168,4.864172425748845,3.18742652402981,8.42687928832575
GSE45291,GSM1100870,GPL13158,072010_166591323_121,3.5016921827198346,3.42164266628424,5.488542649748441,4.99777025692683,2.29806134944448,7.22471455106746,3.2472899498237,9.48060971761181,10.5921515005146,7.633646536313223,5.11971326431184,3.61145939087946,8.43654681406264
GSE45291,GSM1100871,GPL13158,072010_166480133_110,3.530386906023736,3.2649205923572335,5.507621121723345,5.371458071396155,2.29806134944448,6.82690887406179,2.427185712105045,9.17286693464128,9.182938770538,7.56868936263011,5.31316214704106,3.42645709433139,8.28067837800624
GSE45291,GSM1100872,GPL13158,072010_162824423_037,3.260886793444314,3.4337364871315703,4.56985172191356,4.650004886821035,2.36055428711959,6.687143273025615,2.326875097167675,8.4035373596769,10.7853142504103,8.335659120811524,4.965934823401705,3.87592519632486,6.661507190491
GSE45291,GSM1100873,GPL13158,071910_166589253_060,3.420425919342726,3.73151031447606,5.600956186797365,5.483403961838951,2.29806134944448,7.7919843774811,2.52946145121095,8.77573652495712,8.81167138099482,6.634781654318102,5.769627414706305,3.18742652402981,9.0427251001886
GSE45291,GSM1100874,GPL13158,072010_164130123_043,3.509892093530676,3.43927779803132,5.394321663271995,4.93837757745359,2.29806134944448,7.479470902850466,2.427185712105045,9.12479807457324,9.98519757781028,7.765715623302593,5.52843607786117,3.50007758333893,8.77024475128054
GSE45291,GSM1100875,GPL13158,071910_166480753_054,3.5325636894486663,3.60054083833154,5.296979136451204,5.247058501845309,2.29806134944448,6.63965176626286,2.520801351031325,8.66179562473093,9.75057522886646,7.761978566384458,5.489702374766125,3.48997585351537,8.14449496426306
GSE45291,GSM1100876,GPL13158,071910_164130013_124,3.4765320833823785,3.3861878497726536,4.883430731142325,5.09693494875817,2.29806134944448,6.699598394551925,2.326875097167675,8.43264789774015,10.5760897203173,8.130516050200947,4.8719326501668405,3.86399585434436,7.77562468529261
GSE45291,GSM1100877,GPL13158,071910_166592333_044,3.54410350576793,3.71375033034322,5.461666078273865,5.371396348350255,2.29806134944448,8.479751171462386,2.940882595668985,9.05469904286938,10.7286463760339,8.10545301156116,4.941440759678516,3.18331676335381,8.0920605801349
GSE45291,GSM1100878,GPL13158,072010_162824413_041,3.493155461490732,4.029464551425817,5.25503992775065,5.143263454823256,2.29806134944448,7.74669595823806,2.43526132204636,8.70639514207213,11.0336821127621,8.139196362887223,4.453754955092195,3.55560108884012,7.41452580877633
GSE45291,GSM1100879,GPL13158,071910_162824723_147,3.549434613200662,3.66679367535636,5.008868841883086,4.656552769535855,2.29806134944448,6.39496287000026,2.65833484812393,6.28059529157088,12.0624208587548,8.784052318377933,3.7611650613789003,3.97629615062272,7.21504880967057
GSE45291,GSM1100880,GPL13158,071910_166593243_015,3.406954118807465,3.6665432457746703,5.677969499676225,5.442631035843965,2.29806134944448,6.3955117467310245,2.5761883783487303,9.11401061154856,9.73484248781872,7.995237292015313,5.69609537717662,3.18742652402981,7.60137832603701
GSE45291,GSM1100881,GPL13158,071910_166592253_105,3.9056187509289257,3.8620326532738596,5.653418174779436,5.2320231658258045,2.29806134944448,7.907095386381335,2.951949745654295,8.92519827961729,9.57502598027791,7.04002832330138,5.640329577638704,4.33128583214748,8.19850904902554
GSE45291,GSM1100882,GPL13158,072010_166594713_014,3.4316441448658863,3.4636289633813733,5.11108267729169,5.304106294385095,2.29806134944448,7.840962098042654,2.520801351031325,9.53080976221052,9.90648095550004,7.231053479045473,5.69827233852371,3.12809071566579,8.04648721731653
GSE45291,GSM1100883,GPL13158,072010_164130933_013,3.4173302080456542,3.586857421254733,5.57919556042165,5.36792366367902,2.29806134944448,6.982534423629975,2.427185712105045,9.2776175764414,9.60873144732052,7.223182848493292,5.23171517263318,3.13242565882358,8.615798029189
GSE45291,GSM1100884,GPL13158,072010_166589333_154,3.3558336616534206,3.7663490182337735,5.41963988723405,4.64278552512266,2.29806134944448,8.386576527497919,2.86896533395616,9.19317319683793,10.176425313532,7.783047817274669,4.705517679147035,4.08180993637658,8.1693748851083
GSE45291,GSM1100885,GPL13158,071910_166478723_150,3.606933866437074,3.46835892084437,5.09824291651009,5.289754852487645,2.29806134944448,6.22951239445866,2.71710628822263,8.57410778181212,11.2139166238954,9.065661105842935,5.32721521598563,3.29560114365073,7.99444001118296
GSE45291,GSM1100886,GPL13158,071910_166478133_111,3.4893727096001883,3.50768157838665,5.654595100075045,5.464204315139606,2.29806134944448,7.87826053550922,3.01639828201967,8.52383999470527,9.675351810284,7.546978903368005,5.570448862369105,3.25983794891555,8.59946854128497
GSE45291,GSM1100887,GPL13158,072010_166589323_144,3.2391750676704,3.48107143103497,5.30500959046749,5.2201731481878895,2.29806134944448,8.34918719642925,2.97331013757678,9.90547772940557,9.67486033812375,7.725112956268783,5.26124182225879,3.32950199737904,8.3675829374519
GSE45291,GSM1100888,GPL13158,072010_166477813_045,3.3781257574473584,3.37059356761689,5.727525762453755,5.465499896941401,2.29806134944448,7.631523206852471,2.427185712105045,9.86079872467993,9.51271705012946,7.322223739978883,5.072068515966841,2.95177839727758,8.20679524577748
GSE45291,GSM1100889,GPL13158,071910_166593233_022,3.436487072295408,3.51582683760957,5.69820284567351,5.304106294385095,2.29806134944448,7.531432956784195,2.5923108742482848,8.98120342898975,9.99171801035755,7.968499544535236,4.942319688938985,3.39120745629815,8.26764064812584
GSE45291,GSM1100890,GPL13158,071310_166588443_088,3.2964426997600045,3.840625941284234,5.701278864103955,5.854627510327605,2.29806134944448,6.00857246472986,3.639980402762425,9.88042748612456,8.64763844822277,7.526426432651478,5.948213153745485,3.12809071566579,8.80431666814227
GSE45291,GSM1100891,GPL13158,071910_166591853_041,3.277514660644602,4.35096188472198,5.16868140710272,5.10696255765776,2.29806134944448,6.048317392549665,3.1176857452663898,9.12059521584079,11.4902224405685,8.711034754106832,4.720815013069595,3.438075011253,7.38634891073427
GSE45291,GSM1100892,GPL13158,071910_166478853_127,3.495780439235412,3.794457033928856,6.014323040744745,5.486366385485004,2.29806134944448,7.793475480247524,3.12160545926728,8.86935830376582,9.31619732446351,7.4474377406994465,5.7007081465177905,3.11660530346348,9.1566081560359
GSE45291,GSM1100893,GPL13158,071910_165619743_100,3.500079765905614,3.275080875847054,4.98753405652255,5.2662696783133,2.29806134944448,6.836703917417755,2.78849242327442,8.52824820402516,10.8599117292726,8.079569741644443,5.340561226399295,3.65379089968794,7.44242799621755
GSE45291,GSM1100894,GPL13158,071910_166591843_097,3.462902273640642,3.7434476484454433,5.265750664284185,5.167720892076099,2.29806134944448,6.65808437466735,3.289096388637935,8.52761428950218,10.8626312384147,7.6735942145252025,5.215181284005585,4.36771388900851,7.66892460146395
GSE45291,GSM1100895,GPL13158,071910_166591033_055,3.3645845450208305,3.7943098098622663,5.439476344622625,5.196471883024881,2.29806134944448,7.325908743289149,2.56244957782678,9.92292201770901,9.97704828845116,8.407956472505692,5.828790259309045,3.2273184560374,8.28360034726545
GSE45291,GSM1100896,GPL13158,072010_166479323_039,3.280799242759314,3.39822623421137,5.56286731662126,4.7866397797612805,2.29806134944448,7.402408415430784,2.42821610724852,9.37418091278438,8.99312007410385,7.847289089829865,5.570467375516225,3.18742652402981,8.56173043729756
GSE45291,GSM1100897,GPL13158,072010_164130143_133,3.3426418451449265,3.6852538033408506,5.849289244459605,4.9150393010169005,2.29806134944448,8.545418941439445,3.23173130141303,9.81580312395116,10.7416012627141,7.72527945078382,5.69958823572642,3.34032932877377,7.93112716710207
GSE45291,GSM1100898,GPL13158,071910_164129743_123,3.5208699588694885,3.9772603079340265,6.13830165680689,5.262880988398624,2.29806134944448,8.989643437484741,3.185616392370015,8.74087970949607,10.1226926772793,7.716102391319668,5.066880946845485,3.87716960023205,8.87916414909418
GSE45291,GSM1100899,GPL13158,072010_166592833_055,3.2748131967150527,3.08822107448847,5.091591045754775,5.229562134537675,2.29806134944448,8.18009656595432,2.520801351031325,8.52340708235809,11.5928272438464,8.73578749203825,4.969740009446935,3.12809071566579,8.37725901118126
GSE45291,GSM1100900,GPL13158,071910_166591353_099,3.487450323058546,3.539357806284787,5.843018620463145,5.302619582374804,2.29806134944448,8.070460417368496,3.04573292538065,8.53457833022177,9.29112286968451,7.598863838723615,4.9820531763971445,3.50309920579525,7.91072233328623
GSE45291,GSM1100901,GPL13158,071910_165619723_051,3.546017490395306,3.9752874919319168,6.111105959553145,5.304106294385095,2.29806134944448,7.5645277902832255,2.58531788733399,7.74070087569511,9.15838426207761,7.491858304584175,4.656281362268166,3.18742652402981,6.8157030019966
GSE45291,GSM1100902,GPL13158,071910_270303623_074,3.4816515195682696,3.777374378131577,5.58362117288908,5.372224996252364,2.29806134944448,7.282598660244345,3.22962021788685,8.6942954381091,9.3903153341857,7.880935924709995,5.35287908338943,3.28368237445288,9.05351490080588
GSE45291,GSM1100903,GPL13158,072010_166478813_032,3.3933989127039665,3.803274664465436,5.3349971832879,5.54242222816373,2.29806134944448,7.716374434328914,2.70973592559488,9.08894602640568,9.30176534136212,7.933700115776226,5.1776419336270045,3.18493983053942,8.7204499799078
GSE45291,GSM1100904,GPL13158,072010_164130213_056,3.425472268778242,3.655128329531323,5.48417817729187,5.331993350263075,2.29806134944448,7.0870033559802295,2.6555831129432,9.68093289440512,9.911601282723,7.454748457901795,5.60261860403117,3.18742652402981,8.48865885782407
GSE45291,GSM1100905,GPL13158,071310_166591713_093,3.3933989127039665,3.5533684826954066,6.1198378021297,5.304106294385095,2.29806134944448,8.022898255924016,2.784568266481765,9.30346677592956,9.69471412397197,6.638861010564355,5.61612864863136,3.18742652402981,8.66266922958459
GSE45291,GSM1100906,GPL13158,071910_162824313_017,3.4419406730436237,3.9965916453361934,5.89819158326158,5.43313000036672,2.29806134944448,8.150088906939704,2.520801351031325,8.1286619723626,9.95001462722547,7.671611198407843,5.328688634267345,3.30683969875692,9.29569517681497
